Year;variable2;cod;variable;bd;area;Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE;Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (SCIELO);Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (SCOPUS);Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (WOS core collection);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría;Producción bibliográfica de autores vinculados a la institución por tipo de coautoría (WOS core collection);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría . (SCIELO);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría . (SCOPUS);Producción bibliográfica de autores vinculados a la institución por tipo de producto;Producción bibliográfica de autores vinculados a la institución por tipo de producto. (SCIELO);Producción bibliográfica de autores vinculados a la institución por tipo de producto. (SCOPUS);Producción bibliográfica de autores vinculados a la institución por tipo de producto. (WOS core collection);Promedio de citas de documentos publicados por autores vinculados a la institución;Promedio de citas de documentos publicados por autores vinculados a la institución. (SCIELO);Promedio de citas de documentos publicados por autores vinculados a la institución. (SCOPUS);Promedio de citas de documentos publicados por autores vinculados a la institución. (WOS core collection);Departamento
2009;Articulo;41;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;NA;NA;NA;NA;NA;NA;Huila
2009;Articulo;41;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;NA;NA;NA;NA;NA;Huila
2009;Articulo;41;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;19;NA;NA;NA;NA;NA;NA;NA;Huila
2009;Articulo;41;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;Huila
2009;Articulo;44;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;Guajira
2009;Articulo;44;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;Guajira
2009;Articulo;47;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;NA;NA;NA;NA;NA;NA;Magdalena
2009;Articulo;47;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32;NA;NA;NA;NA;NA;Magdalena
2009;Articulo;47;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;59;NA;NA;NA;NA;NA;NA;NA;Magdalena
2009;Articulo;47;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23;NA;NA;NA;NA;Magdalena
2009;Articulo;5;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;539;NA;NA;NA;NA;NA;NA;Antioquia
2009;Articulo;5;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;672;NA;NA;NA;NA;NA;Antioquia
2009;Articulo;5;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;1232;NA;NA;NA;NA;NA;NA;NA;Antioquia
2009;Articulo;5;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;480;NA;NA;NA;NA;Antioquia
2009;Articulo;50;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;NA;NA;NA;NA;NA;NA;Meta
2009;Articulo;50;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;NA;NA;NA;NA;NA;Meta
2009;Articulo;50;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;Meta
2009;Articulo;50;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;NA;NA;NA;NA;Meta
2009;Articulo;52;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;NA;NA;NA;NA;NA;NA;Narińo
2009;Articulo;52;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16;NA;NA;NA;NA;NA;Narińo
2009;Articulo;52;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;38;NA;NA;NA;NA;NA;NA;NA;Narińo
2009;Articulo;52;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16;NA;NA;NA;NA;Narińo
2009;Articulo;54;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;NA;NA;NA;NA;NA;NA;Norte de Santander
2009;Articulo;54;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;NA;NA;NA;NA;NA;Norte de Santander
2009;Articulo;54;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;31;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2009;Articulo;54;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;NA;NA;NA;NA;Norte de Santander
2009;Articulo;63;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;NA;NA;NA;NA;NA;NA;Quindío
2009;Articulo;63;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41;NA;NA;NA;NA;NA;Quindío
2009;Articulo;63;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;74;NA;NA;NA;NA;NA;NA;NA;Quindío
2009;Articulo;63;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32;NA;NA;NA;NA;Quindío
2009;Articulo;66;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;32;NA;NA;NA;NA;NA;NA;Risaralda
2009;Articulo;66;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;NA;NA;NA;NA;NA;Risaralda
2009;Articulo;66;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;77;NA;NA;NA;NA;NA;NA;NA;Risaralda
2009;Articulo;66;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;NA;NA;NA;NA;Risaralda
2009;Articulo;68;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;128;NA;NA;NA;NA;NA;NA;Santander
2009;Articulo;68;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;211;NA;NA;NA;NA;NA;Santander
2009;Articulo;68;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;343;NA;NA;NA;NA;NA;NA;NA;Santander
2009;Articulo;68;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;149;NA;NA;NA;NA;Santander
2009;Articulo;70;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;18;NA;NA;NA;NA;NA;NA;Sucre
2009;Articulo;70;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;NA;NA;NA;NA;NA;Sucre
2009;Articulo;70;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;34;NA;NA;NA;NA;NA;NA;NA;Sucre
2009;Articulo;70;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;Sucre
2009;Articulo;73;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;24;NA;NA;NA;NA;NA;NA;Tolima
2009;Articulo;73;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36;NA;NA;NA;NA;NA;Tolima
2009;Articulo;73;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;63;NA;NA;NA;NA;NA;NA;NA;Tolima
2009;Articulo;73;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;NA;NA;NA;NA;Tolima
2009;Articulo;76;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;213;NA;NA;NA;NA;NA;NA;Valle del Cauca
2009;Articulo;76;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;415;NA;NA;NA;NA;NA;Valle del Cauca
2009;Articulo;76;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;639;NA;NA;NA;NA;NA;NA;NA;Valle del Cauca
2009;Articulo;76;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;310;NA;NA;NA;NA;Valle del Cauca
2009;Articulo;8;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;91;NA;NA;NA;NA;NA;NA;Atlántico
2009;Articulo;8;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76;NA;NA;NA;NA;NA;Atlántico
2009;Articulo;8;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;173;NA;NA;NA;NA;NA;NA;NA;Atlántico
2009;Articulo;8;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;NA;NA;NA;NA;Atlántico
2009;Articulo;85;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;Casanare
2009;Articulo;85;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;Casanare
2009;Articulo;85;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;Casanare
2009;Articulo;91;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;Amazonas
2009;Articulo;91;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;Amazonas
2009;Articulo;91;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;Amazonas
2009;Articulo;91;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;Amazonas
2009;Articulo;95;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;Guaviare
2009;Articulo;95;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;Guaviare
2009;Articulo;95;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;Guaviare
2009;Articulo;95;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;Guaviare
2009;Articulo;9999;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;2635;NA;NA;NA;NA;NA;NA;NA
2009;Articulo;9999;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3278;NA;NA;NA;NA;NA;NA
2009;Articulo;9999;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;6113;NA;NA;NA;NA;NA;NA;NA;NA
2009;Articulo;9999;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2173;NA;NA;NA;NA;NA
2009;Articulo;NA;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA
2009;Articulo;NA;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;75;NA;NA;NA;NA;NA;NA
2009;Articulo;NA;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;76;NA;NA;NA;NA;NA;NA;NA;NA
2009;Articulo;NA;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;NA;NA;NA;NA;NA
2009;Citas;0;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,78;NA;NA;Nacional
2009;Citas;0;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,28;NA;Nacional
2009;Citas;0;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,42;NA;NA;NA;Nacional
2009;Citas;0;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31,27;Nacional
2009;Citas;11;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,44;NA;NA;Bogotá
2009;Citas;11;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,49;NA;Bogotá
2009;Citas;11;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,49;NA;NA;NA;Bogotá
2009;Citas;11;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,6;Bogotá
2009;Citas;13;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,81;NA;NA;Bolívar
2009;Citas;13;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,67;NA;Bolívar
2009;Citas;13;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,61;NA;NA;NA;Bolívar
2009;Citas;13;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,2;Bolívar
2009;Citas;15;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,05;NA;NA;Boyacá
2009;Citas;15;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,44;NA;Boyacá
2009;Citas;15;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,53;NA;NA;NA;Boyacá
2009;Citas;15;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,13;Boyacá
2009;Citas;17;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,12;NA;NA;Caldas
2009;Citas;17;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,98;NA;Caldas
2009;Citas;17;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,49;NA;NA;NA;Caldas
2009;Citas;17;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,5;Caldas
2009;Citas;18;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,33;NA;NA;Caquetá
2009;Citas;18;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,57;NA;Caquetá
2009;Citas;18;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,26;NA;NA;NA;Caquetá
2009;Citas;18;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,27;Caquetá
2009;Citas;19;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,35;NA;NA;Cauca
2009;Citas;19;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,75;NA;Cauca
2009;Citas;19;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,11;NA;NA;NA;Cauca
2009;Citas;19;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,1;Cauca
2009;Citas;20;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;Cesar
2009;Citas;20;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;Cesar
2009;Citas;20;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,89;NA;NA;NA;Cesar
2009;Citas;23;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,71;NA;NA;Córdoba
2009;Citas;23;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,13;NA;Córdoba
2009;Citas;23;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,6;NA;NA;NA;Córdoba
2009;Citas;23;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,2;Córdoba
2009;Citas;25;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,08;NA;NA;Cundinamarca
2009;Citas;25;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,54;NA;Cundinamarca
2009;Citas;25;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,87;NA;NA;NA;Cundinamarca
2009;Citas;25;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,19;Cundinamarca
2009;Citas;27;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,8;NA;NA;Chocó
2009;Citas;27;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,4;NA;Chocó
2009;Citas;27;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;NA;Chocó
2009;Citas;27;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,33;Chocó
2009;Citas;41;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,14;NA;NA;Huila
2009;Citas;41;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,59;NA;Huila
2009;Citas;41;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,22;NA;NA;NA;Huila
2009;Citas;41;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;Huila
2009;Citas;44;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;Guajira
2009;Citas;44;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;Guajira
2009;Citas;47;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,64;NA;NA;Magdalena
2009;Citas;47;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,22;NA;Magdalena
2009;Citas;47;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,69;NA;NA;NA;Magdalena
2009;Citas;47;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,21;Magdalena
2009;Citas;5;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,68;NA;NA;Antioquia
2009;Citas;5;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,31;NA;Antioquia
2009;Citas;5;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,74;NA;NA;NA;Antioquia
2009;Citas;5;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,61;Antioquia
2009;Citas;50;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,32;NA;NA;Meta
2009;Citas;50;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,33;NA;Meta
2009;Citas;50;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,39;NA;NA;NA;Meta
2009;Citas;50;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,12;Meta
2009;Citas;52;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,56;NA;NA;Narińo
2009;Citas;52;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,47;NA;Narińo
2009;Citas;52;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,12;NA;NA;NA;Narińo
2009;Citas;52;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,28;Narińo
2009;Citas;54;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,33;NA;NA;Norte de Santander
2009;Citas;54;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33,72;NA;Norte de Santander
2009;Citas;54;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,77;NA;NA;NA;Norte de Santander
2009;Citas;54;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,9;Norte de Santander
2009;Citas;63;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,18;NA;NA;Quindío
2009;Citas;63;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,35;NA;Quindío
2009;Citas;63;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,61;NA;NA;NA;Quindío
2009;Citas;63;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,99;Quindío
2009;Citas;66;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,45;NA;NA;Risaralda
2009;Citas;66;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,7;NA;Risaralda
2009;Citas;66;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,95;NA;NA;NA;Risaralda
2009;Citas;66;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,55;Risaralda
2009;Citas;68;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,95;NA;NA;Santander
2009;Citas;68;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,14;NA;Santander
2009;Citas;68;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,37;NA;NA;NA;Santander
2009;Citas;68;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,02;Santander
2009;Citas;70;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,56;NA;NA;Sucre
2009;Citas;70;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,7;NA;Sucre
2009;Citas;70;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,22;NA;NA;NA;Sucre
2009;Citas;70;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,79;Sucre
2009;Citas;73;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,48;NA;NA;Tolima
2009;Citas;73;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29,27;NA;Tolima
2009;Citas;73;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,25;NA;NA;NA;Tolima
